mean,std,variance,energy,max,min,range,diff_energy,dominant_frequency,spectral_energy,pca1_mean,pca1_std,label,sourceFile,windowTime
0.654001850870208,1.28518377837679,1.65169734420284,2.07907166153112,4.33762685618566,-3.87390266508017,8.21152952126583,0.385929240108434,14,75.9445853396427,1.00660220899348e-16,8.63054430209073,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,0
0.253665780270386,1.047237592305,1.09670657473678,1.16082442228057,4.33762685618566,-2.5590458189212,6.89667267510686,0.2209631875849,2,48.4726423867804,-8.2896652505345e-17,6.95159199423418,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,0.253333333333333
-0.27361225956583,0.654340383767508,0.42816133782901,0.502935806135015,2.28551386586933,-2.45345359066318,4.73896745653251,0.122558427108889,2,7.91736778430266,-8.88178419700125e-17,2.93279309701557,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,0.506666666666667
-0.250889305902814,0.676107565498463,0.457121440124258,0.519971650307297,1.88975827154907,-2.87482699319262,4.7645852647417,0.102693475093197,2,10.8401419945885,1.77635683940025e-17,3.32784779630573,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,0.76
-0.309149500913854,0.713429354882095,0.508981444407482,0.604448820521848,1.90854883364097,-2.87482699319262,4.7833758268336,0.113438474864341,4,13.2064098448646,1.62832710278356e-16,3.62423154033344,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,1.01333333333333
-0.164820806442249,0.732889959605087,0.537127692889946,0.564181689523535,2.4419454667512,-2.74632524072106,5.18827070747226,0.125213303940433,4,14.5819397140468,-1.68753899743024e-16,3.82101386761948,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,1.26666666666667
-0.00648346460387297,0.652276958378884,0.425465230432009,0.425418627155606,2.4419454667512,-2.11940025056352,4.56134571731472,0.116549141338828,4,7.26115294687039,-4.44089209850063e-17,3.03093944206085,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,1.52
0.138211562799944,0.791356724314672,0.626245465118048,0.645217433404416,3.02443372054552,-2.62943229562483,5.65386601617035,0.117624161355269,4,22.5333209474052,-5.9211894646675e-17,4.73501188215441,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,1.77333333333333
0.311221008508235,0.897898978407329,0.806222575424926,0.902913128525263,3.02443372054552,-2.62943229562483,5.65386601617035,0.136825700737326,6,28.7156302821934,2.54611146980703e-16,5.3249200976246,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,2.02666666666667
0.562222508637457,0.874726636620075,0.765146688812669,1.0810814324711,3.11395706250447,-2.3928938882065,5.50685095071097,0.131091756900208,4,23.0289050891548,-3.84877315203388e-16,4.83540029451203,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,2.28
0.0868860785964907,1.02379060833216,1.04814720970913,1.05547803636098,3.11395706250447,-2.66373363696934,5.77769069947381,0.117137786166683,2,52.5208506454494,-3.3158661002138e-16,7.14008588267014,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,2.53333333333333
-0.384267215135927,0.761557629113337,0.579970022460728,0.727510488001038,2.14073794250744,-3.37946603974838,5.52020398225581,0.111060892353564,2,20.5501927044925,2.1316282072803e-16,4.50495974553992,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,2.78666666666667
-0.0772064383583824,0.925149813463314,0.855902177351204,0.861684698521577,2.71711766850903,-3.25525932140986,5.9723769899189,0.12692811750337,4,37.2209117367861,1.48029736616688e-16,6.03561337624715,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,3.04
-0.256373576063303,0.992759817218145,0.985572054683004,1.05109413767509,2.71711766850903,-3.41388207462229,6.13099974313133,0.136404096402555,4,43.8016198676713,2.368475785867e-17,6.53761966104078,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,3.29333333333333
-0.412944188637059,0.843800945687678,0.71200003594342,0.882374605531719,2.92860494106427,-3.41388207462229,6.34248701568656,0.125811632448773,4,23.8907798342944,-4.14483262526725e-17,4.90264574546527,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,3.54666666666667
-0.0652269517348488,0.804565961154007,0.647326385847671,0.651446081416575,2.92860494106427,-2.91734407518363,5.84594901624791,0.119260562878209,4,19.9973415226362,-8.2896652505345e-17,4.63688538385917,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,3.8
0.165112236883682,0.712606087696287,0.507807436221808,0.534963693774661,2.55352016113194,-2.19877963692864,4.75229979806058,0.122558474977156,6,12.9460344651662,5.32907051820075e-17,3.67871596181302,empty,C:\Users\User\Documents\New project\data\public\homehar_subset\homehar_empty_800rows.csv,4.05333333333333
