type,seq,mac,rssi,rate,noise_floor,fft_gain,agc_gain,channel,local_timestamp,sig_len,rx_state,len,first_word,data
CSI_DATA,346530,1a:00:00:00:00:00,-52,11,-95,4,38,6,346530,47,0,128,0,"[0,0,0,0,0,0,0,0,8,0,10,2,9,-1,11,2,9,1,10,2,9,3,10,4,12,2,9,3,10,2,10,4,11,2,12,1,10,1,10,1,10,0,9,1,10,0,10,0,9,-1,10,-1,9,-1,10,-3,11,-4,11,-4,10,-2,11,-4,0,0,12,-6,11,-4,11,-4,11,-5,8,-3,8,-7,9,-5,6,-4,6,-7,4,-9,7,-7,7,-7,6,-6,4,-7,5,-8,4,-9,3,-8,4,-7,4,-8,3,-8,5,-9,4,-7,6,-7,5,-8,6,-7,6,-6,6,-5,4,-6,0,0,0,0,0,0]"
CSI_DATA,498050,1a:00:00:00:00:00,-58,11,-95,4,44,6,498050,47,0,128,0,"[0,0,0,0,0,0,0,0,-13,-27,-10,-25,-11,-29,-10,-32,-6,-31,-6,-36,-2,-33,-1,-33,0,-35,4,-33,2,-34,5,-30,5,-32,4,-33,5,-32,3,-33,4,-32,2,-33,2,-31,3,-31,1,-33,1,-33,1,-32,1,-35,3,-34,2,-35,1,-36,5,-35,0,0,5,-39,2,-36,3,-37,4,-36,4,-33,4,-34,3,-32,4,-31,2,-31,2,-32,1,-31,1,-29,1,-31,0,-30,0,-30,0,-30,0,-29,2,-30,3,-30,4,-28,5,-30,5,-29,7,-28,8,-27,11,-24,12,-24,11,-19,12,-19,0,0,0,0,0,0]"
CSI_DATA,499663,1a:00:00:00:00:00,-58,11,-95,4,44,6,499663,47,0,128,0,"[0,0,0,0,0,0,0,0,-3,-29,-1,-29,0,-30,-1,-33,0,-33,0,-35,1,-32,3,-33,2,-35,6,-31,2,-32,6,-33,4,-33,4,-34,2,-32,-2,-34,-3,-33,-6,-35,-6,-32,-7,-29,-8,-33,-10,-31,-11,-33,-12,-31,-14,-31,-13,-33,-17,-35,-17,-32,0,0,-20,-32,-20,-30,-21,-32,-21,-27,-19,-28,-21,-28,-21,-24,-21,-24,-23,-22,-24,-20,-24,-20,-24,-18,-25,-18,-25,-15,-26,-14,-26,-13,-28,-12,-27,-13,-28,-12,-25,-13,-28,-12,-27,-12,-25,-13,-24,-14,-23,-16,-22,-14,-18,-14,-18,-15,0,0,0,0,0,0]"
CSI_DATA,501659,1a:00:00:00:00:00,-53,11,-95,4,39,6,501659,47,0,128,0,"[0,0,0,0,0,0,0,0,-2,15,-1,17,-3,17,-4,18,-4,18,-6,20,-6,18,-8,17,-8,18,-10,16,-9,18,-9,15,-10,16,-11,17,-9,15,-9,16,-7,17,-8,18,-7,17,-6,16,-7,18,-6,19,-5,19,-4,18,-6,20,-6,19,-5,20,-6,18,0,0,-5,20,-4,19,-7,20,-5,18,-4,18,-4,19,-3,18,-2,17,-3,17,-3,19,-2,18,-1,16,-1,18,0,17,0,16,0,18,1,16,-1,17,0,17,-1,17,-1,17,-1,17,-2,16,-3,16,-5,15,-5,14,-4,11,-5,12,0,0,0,0,0,0]"
CSI_DATA,503659,1a:00:00:00:00:00,-58,11,-95,4,44,6,503659,47,0,128,0,"[0,0,0,0,0,0,0,0,15,-24,17,-22,19,-25,22,-24,23,-22,25,-23,27,-21,28,-19,30,-16,29,-13,30,-16,31,-9,33,-12,33,-10,32,-9,31,-10,30,-11,32,-14,31,-13,29,-11,30,-12,30,-11,32,-12,32,-11,34,-12,35,-10,35,-11,35,-10,0,0,40,-11,35,-8,34,-10,36,-11,34,-8,34,-7,32,-6,31,-5,29,-7,31,-6,31,-8,29,-6,30,-8,28,-7,29,-8,29,-10,29,-9,30,-5,30,-5,28,-3,30,-3,28,-2,28,2,28,2,27,5,27,7,21,8,21,9,0,0,0,0,0,0]"
CSI_DATA,505659,1a:00:00:00:00:00,-58,11,-95,4,44,6,505659,47,0,128,0,"[0,0,0,0,0,0,0,0,-17,-24,-14,-24,-16,-27,-16,-28,-14,-29,-16,-32,-12,-32,-12,-32,-12,-32,-7,-31,-11,-33,-8,-31,-10,-32,-8,-33,-9,-31,-12,-32,-12,-31,-16,-31,-16,-29,-15,-28,-16,-29,-18,-28,-18,-27,-20,-28,-19,-29,-20,-28,-24,-29,-21,-28,0,0,-26,-29,-26,-27,-23,-27,-26,-25,-23,-24,-24,-24,-24,-22,-22,-21,-26,-18,-26,-18,-26,-17,-26,-17,-27,-16,-25,-13,-27,-13,-28,-13,-27,-12,-27,-12,-27,-11,-25,-13,-28,-12,-26,-14,-24,-15,-23,-14,-22,-16,-21,-16,-16,-16,-17,-16,0,0,0,0,0,0]"
CSI_DATA,507735,1a:00:00:00:00:00,-58,11,-95,4,44,6,507735,47,0,128,0,"[0,0,0,0,0,0,0,0,18,23,16,23,14,27,14,28,11,32,11,32,9,34,7,33,5,35,2,33,2,34,1,34,2,34,3,34,3,32,5,33,3,31,4,34,3,31,2,31,5,33,4,34,4,33,3,33,5,35,9,35,7,36,5,37,0,0,6,38,2,35,4,36,3,36,2,33,3,37,3,33,3,31,2,31,6,32,7,31,6,29,7,31,7,28,6,29,6,29,8,30,6,30,4,31,3,29,3,30,0,30,0,29,0,28,-3,27,-5,26,-7,23,-7,22,0,0,0,0,0,0]"
CSI_DATA,509659,1a:00:00:00:00:00,-58,11,-95,4,44,6,509659,47,0,128,0,"[0,0,0,0,0,0,0,0,28,6,27,7,31,7,31,8,31,9,33,10,30,12,31,13,33,13,29,13,32,12,28,14,32,13,31,12,31,10,31,9,32,8,34,6,33,5,31,4,32,3,34,2,33,0,36,-3,37,-2,35,-3,37,-3,37,-3,0,0,36,-8,36,-7,35,-8,36,-10,32,-8,33,-11,30,-10,29,-11,28,-12,29,-15,27,-17,27,-16,26,-18,24,-18,23,-21,22,-21,21,-21,22,-22,20,-22,20,-21,22,-21,21,-20,23,-18,22,-18,23,-16,22,-16,20,-13,20,-11,0,0,0,0,0,0]"
CSI_DATA,511659,1a:00:00:00:00:00,-58,11,-95,4,44,6,511659,47,0,128,0,"[0,0,0,0,0,0,0,0,-21,-21,-20,-21,-20,-23,-20,-24,-19,-26,-21,-28,-17,-28,-15,-29,-15,-30,-13,-29,-14,-31,-10,-30,-11,-29,-12,-32,-12,-31,-14,-29,-14,-30,-17,-30,-16,-28,-13,-27,-17,-29,-18,-29,-18,-26,-20,-27,-21,-30,-20,-29,-21,-30,-19,-27,0,0,-24,-30,-20,-30,-21,-27,-22,-28,-20,-27,-21,-27,-19,-25,-20,-26,-20,-23,-22,-22,-21,-23,-21,-21,-23,-22,-22,-18,-23,-20,-23,-18,-23,-19,-23,-20,-24,-19,-21,-20,-23,-20,-21,-21,-18,-21,-18,-23,-16,-23,-14,-22,-10,-19,-10,-21,0,0,0,0,0,0]"
CSI_DATA,513659,1a:00:00:00:00:00,-58,11,-95,4,44,6,513659,47,0,128,0,"[0,0,0,0,0,0,0,0,8,28,4,27,4,31,1,32,1,33,-1,35,-4,34,-7,31,-9,32,-13,30,-12,33,-14,30,-14,31,-15,31,-13,29,-12,30,-13,28,-13,32,-12,30,-13,27,-12,30,-14,30,-15,29,-15,30,-16,31,-15,31,-16,34,-19,30,0,0,-20,37,-18,30,-19,30,-20,30,-16,28,-19,29,-19,26,-19,25,-19,27,-18,29,-16,27,-16,26,-15,27,-14,25,-15,27,-14,26,-16,25,-17,24,-18,24,-20,20,-20,22,-20,20,-21,19,-23,18,-23,15,-23,13,-20,9,-21,9,0,0,0,0,0,0]"
